Time,Open,High,Low,Latest,Change,%Change,Volume
2002-09-05,118.03,118.51,117.36,118.29,0.27,+0.23%,0
2002-09-06,118.35,118.88,117.99,118.46,0.17,+0.14%,0
2002-09-09,118.58,119.29,118.24,118.89,0.43,+0.36%,0
2002-09-10,118.9,120.11,118.36,119.93,1.04,+0.87%,0
2002-09-11,119.8,120.69,119.65,120.31,0.38,+0.32%,0
2002-09-12,120.31,120.67,119.78,120.1,-0.21,-0.17%,0
2002-09-13,120.1,122.26,119.47,121.85,1.75,+1.46%,0
2002-09-16,121.89,122.46,121.7,122.32,0.47,+0.39%,0
2002-09-17,122.23,123.41,121.96,122.13,-0.19,-0.16%,0
2002-09-18,122.05,122.93,121.38,121.67,-0.46,-0.38%,0
2002-09-19,121.54,121.93,120.94,121.27,-0.4,-0.33%,0
2002-09-20,121.35,123.72,121.29,123.45,2.18,+1.80%,0
2002-09-23,123.55,124.21,122.9,123.96,0.51,+0.41%,0
2002-09-24,123.9,124.03,122.96,123.3,-0.66,-0.53%,0
2002-09-25,123.33,123.41,122.04,122.81,-0.49,-0.40%,0
2002-09-26,122.87,123.06,121.87,122.24,-0.57,-0.46%,0
2002-09-27,122.07,123.22,122.01,122.54,0.3,+0.25%,0
2002-09-30,122.64,122.81,121.12,121.79,-0.75,-0.61%,0
2002-10-01,121.79,122.78,121.63,122.48,0.69,+0.57%,0
2002-10-02,122.63,123.35,122.56,122.84,0.36,+0.29%,0
2002-10-03,122.87,123.11,122.4,122.72,-0.12,-0.10%,0
2002-10-04,122.63,123.31,122.33,123.26,0.54,+0.44%,0
2002-10-07,123.28,124.44,123.07,124.21,0.95,+0.77%,0
2002-10-08,124.34,124.6,123.97,124.33,0.12,+0.10%,0
2002-10-09,124.28,124.38,123.18,123.28,-1.05,-0.84%,0
2002-10-10,123.27,123.73,123.03,123.69,0.41,+0.33%,0
2002-10-11,123.65,124.46,123.4,124.06,0.37,+0.30%,0
2002-10-14,124.11,124.35,123.81,124.31,0.25,+0.20%,0
2002-10-15,124.33,124.97,124.21,124.68,0.37,+0.30%,0
2002-10-16,124.67,124.99,123.93,124.45,-0.23,-0.18%,0
2002-10-17,124.49,125.15,124.07,124.92,0.47,+0.38%,0
2002-10-18,125.07,125.58,124.95,125.5,0.58,+0.46%,0
2002-10-21,125.45,125.64,124.53,124.92,-0.58,-0.46%,0
2002-10-22,124.92,125.45,124.71,125.08,0.16,+0.13%,0
2002-10-23,125.17,125.26,123.85,124.56,-0.52,-0.42%,0
2002-10-24,124.59,124.86,123.91,124.43,-0.13,-0.10%,0
2002-10-25,124.45,124.67,123.63,124.23,-0.2,-0.16%,0
2002-10-28,124.28,124.99,123.54,123.6,-0.63,-0.51%,0
2002-10-29,123.53,123.75,122.35,123.16,-0.44,-0.36%,0
2002-10-30,123.08,123.21,122.54,122.93,-0.23,-0.19%,0
2002-10-31,122.93,123.2,122.39,122.52,-0.41,-0.33%,0
2002-11-01,122.46,122.82,121.64,122.15,-0.37,-0.30%,0
2002-11-04,122.2,122.58,122.13,122.22,0.07,+0.06%,0
2002-11-05,122.19,122.28,121.39,121.85,-0.37,-0.30%,0
