Time,Open,High,Low,Latest,Change,%Change,Volume
2001-09-25,10.7689,10.796,10.6575,10.6827,-0.0901,-0.84%,0
2001-09-26,10.6731,10.7919,10.6705,10.7484,0.0657,+0.62%,0
2001-09-27,10.7431,10.8145,10.66,10.7019,-0.0465,-0.43%,0
2001-09-28,10.7004,10.7595,10.6274,10.6808,-0.0211,-0.20%,0
2001-10-01,10.684,10.698,10.5863,10.6318,-0.049,-0.46%,0
2001-10-02,10.6303,10.7174,10.6044,10.6389,0.0071,+0.07%,0
2001-10-03,10.6518,10.6558,10.5526,10.6166,-0.0223,-0.21%,0
2001-10-04,10.6151,10.6587,10.5514,10.646,0.0294,+0.28%,0
2001-10-05,10.6385,10.6578,10.5555,10.586,-0.06,-0.56%,0
2001-10-08,10.5855,10.6206,10.5265,10.5535,-0.0325,-0.31%,0
2001-10-09,10.5626,10.576,10.4682,10.5464,-0.0071,-0.07%,0
2001-10-10,10.5419,10.6025,10.5275,10.5875,0.0411,+0.39%,0
2001-10-11,10.5835,10.6092,10.4951,10.5015,-0.086,-0.81%,0
2001-10-12,10.496,10.5773,10.4089,10.424,-0.0775,-0.74%,0
2001-10-15,10.4332,10.4883,10.409,10.4525,0.0285,+0.27%,0
2001-10-16,10.462,10.5165,10.408,10.457,0.0045,+0.04%,0
2001-10-17,10.454,10.4851,10.3766,10.457,0,0.00%,0
2001-10-18,10.4556,10.5422,10.4458,10.4872,0.0302,+0.29%,0
2001-10-19,10.4889,10.5706,10.4511,10.526,0.0388,+0.37%,0
2001-10-22,10.5405,10.7058,10.5132,10.6652,0.1392,+1.32%,0
2001-10-23,10.6633,10.7208,10.623,10.6443,-0.0209,-0.20%,0
2001-10-24,10.6322,10.6687,10.5785,10.5996,-0.0447,-0.42%,0
2001-10-25,10.5907,10.6344,10.5407,10.5933,-0.0063,-0.06%,0
2001-10-26,10.5844,10.6145,10.5265,10.5821,-0.0112,-0.11%,0
2001-10-29,10.5865,10.5902,10.4672,10.5341,-0.048,-0.45%,0
2001-10-30,10.5295,10.6334,10.5161,10.6064,0.0723,+0.69%,0
2001-10-31,10.6062,10.6964,10.5743,10.6662,0.0598,+0.56%,0
2001-11-01,10.6609,10.6681,10.5022,10.5499,-0.1163,-1.09%,0
2001-11-02,10.5572,10.603,10.5048,10.5883,0.0384,+0.36%,0
2001-11-05,10.5852,10.6267,10.5558,10.5778,-0.0105,-0.10%,0
2001-11-06,10.5659,10.588,10.5188,10.5735,-0.0043,-0.04%,0
2001-11-07,10.5742,10.5918,10.4587,10.4956,-0.0779,-0.74%,0
2001-11-08,10.4966,10.5469,10.4266,10.5344,0.0388,+0.37%,0
2001-11-09,10.5405,10.5937,10.4944,10.514,-0.0204,-0.19%,0
2001-11-12,10.5016,10.5568,10.45,10.5361,0.0221,+0.21%,0
2001-11-13,10.5332,10.6415,10.5329,10.6215,0.0854,+0.81%,0
2001-11-14,10.6294,10.6337,10.56,10.5726,-0.0489,-0.46%,0
2001-11-15,10.5688,10.5972,10.5225,10.5565,-0.0161,-0.15%,0
2001-11-16,10.5539,10.6186,10.5404,10.61,0.0535,+0.51%,0
2001-11-19,10.6026,10.6935,10.6014,10.6399,0.0299,+0.28%,0
2001-11-20,10.6424,10.665,10.5808,10.6564,0.0165,+0.16%,0
2001-11-21,10.6476,10.7252,10.631,10.6827,0.0263,+0.25%,0
2001-11-22,10.692,10.7065,10.6644,10.6853,0.0026,+0.02%,0
2001-11-23,10.6817,10.7155,10.6234,10.6482,-0.0371,-0.35%,0
2001-11-26,10.6667,10.6695,10.584,10.6042,-0.044,-0.41%,0
2001-11-27,10.6114,10.6564,10.568,10.613,0.0088,+0.08%,0
2001-11-28,10.5958,10.6702,10.5758,10.6457,0.0327,+0.31%,0
2001-11-29,10.6564,10.6987,10.6245,10.6471,0.0014,+0.01%,0
2001-11-30,10.6854,10.7011,10.6334,10.6634,0.0163,+0.15%,0
2001-12-03,10.6676,10.7527,10.6467,10.7084,0.045,+0.42%,0
2001-12-04,10.7052,10.7383,10.6306,10.6465,-0.0619,-0.58%,0
2001-12-05,10.6403,10.671,10.5536,10.5742,-0.0723,-0.68%,0
2001-12-06,10.5526,10.5989,10.4496,10.4717,-0.1025,-0.97%,0
2001-12-07,10.4708,10.5086,10.451,10.4813,0.0096,+0.09%,0
2001-12-10,10.4756,10.5596,10.4563,10.507,0.0257,+0.25%,0
2001-12-11,10.5029,10.556,10.4772,10.4961,-0.0109,-0.10%,0
2001-12-12,10.4986,10.5219,10.4353,10.4538,-0.0423,-0.40%,0
2001-12-13,10.4601,10.5075,10.4072,10.4966,0.0428,+0.41%,0
2001-12-14,10.5106,10.5342,10.4242,10.5268,0.0302,+0.29%,0
2001-12-17,10.5434,10.5581,10.4205,10.4678,-0.059,-0.56%,0
2001-12-18,10.4583,10.5125,10.4434,10.4782,0.0104,+0.10%,0
2001-12-19,10.469,10.6141,10.4669,10.5019,0.0237,+0.23%,0
2001-12-20,10.5064,10.6349,10.4636,10.5862,0.0843,+0.80%,0
2001-12-21,10.6041,10.695,10.5588,10.6902,0.104,+0.98%,0
2001-12-24,10.6583,10.8686,10.6251,10.8279,0.1377,+1.29%,0
2001-12-25,10.8249,10.8668,10.7733,10.8155,-0.0124,-0.11%,0
2001-12-26,10.786,10.8702,10.7773,10.8008,-0.0147,-0.14%,0
2001-12-27,10.7937,10.8209,10.6701,10.7203,-0.0805,-0.75%,0
2001-12-28,10.702,10.7076,10.5214,10.5304,-0.1899,-1.77%,0
2001-12-31,10.5203,10.5603,10.4365,10.4478,-0.0826,-0.78%,0
2002-01-02,10.4598,10.4918,10.235,10.2557,-0.1921,-1.84%,0
2002-01-03,10.2713,10.3162,10.2115,10.2784,0.0227,+0.22%,0
2002-01-04,10.2806,10.3365,10.2619,10.3094,0.031,+0.30%,0
2002-01-07,10.3118,10.3612,10.2121,10.331,0.0216,+0.21%,0
2002-01-08,10.3309,10.4065,10.2988,10.3839,0.0529,+0.51%,0
2002-01-09,10.3841,10.4149,10.3405,10.3722,-0.0117,-0.11%,0
2002-01-10,10.3798,10.409,10.2612,10.287,-0.0852,-0.82%,0
